Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Ґжицький;Микита;Климентович;Чоловіча;1986-09-18;Письменник;село Борзна;парк Лінія 30-та, буд. 660 кв. 3, Євпаторія, 33742;+380 58 904-75-91;nbaranyk@example.com
Кащенко;Ганна;Єваівна;Жіноча;1956-03-20;Громадський діяч;місто Глиняни;провулок Костанді, буд. 5, Коростишів, 04626;848 23 92;kostiantynhrechanyk@example.net
Єресько;Лариса;Даннаівна;Жіноча;1975-03-26;Шериф;селище Олександрія;парк Крижанівський, буд. 383 кв. 674, Любомль, 06072;+380 98 896 74 05;lnikoliuk@example.net
Запорожець;Трохим;Євгенович;Чоловіча;1969-10-03;Дизайнер;селище Чуднів;провулок Тираспольське, буд. 752 кв. 61, Жидачів, 79210;+380 80 094-44-49;zharkomartyn@example.com
Носаченко;Венедикт;Данович;Чоловіча;1976-02-15;Математик;село Радехів;набережна Західний 3-й, буд. 7 кв. 765, Чуднів, 31406;101-28-14;milena12@example.org
Гайдай;Варвара;Мартаівна;Жіноча;1991-10-01;Хімік;хутір Географія Вільнянська;парк Довженка, буд. 908, Жмеринка, 36200;006 796 89 62;akalenychenko@example.com
Бабʼяк;Мирон;Вікторович;Чоловіча;1987-06-15;Кур'єр;селище Старий Крим;шосе Чорноморський 3-й, буд. 06 кв. 43, Канів, 30086;+380 43 533 91 27;bverkhovynets@example.org
Салій;Давид;Алевтинович;Чоловіча;1953-05-12;Економіст;село Соледар;узвіз Героїв Небесної Сотні, буд. 920, Антрацит , 37687;367-37-49;msliusar@example.org
Гузенко;Данило;Аркадійович;Чоловіча;1979-11-19;Геолог;селище Волочиськ;шосе Амбулаторна, буд. 0 кв. 580, Кагарлик, 68380;+380 (01) 841-55-13;demyd96@example.com
Фурс;Орися;Оксеніяівна;Жіноча;1973-11-29;Швачка;хутір Попасна;площа Марсельська, буд. 154, Баштанка, 49387;+380 05 392-97-77;deinekoonysym@example.com
Бандера;Марта;Оринаівна;Жіноча;1964-11-29;Паралегал;село Білицьке;проспект Восьмого березня 1-й, буд. 407 кв. 22, Іловайськ, 92490;+380 50 946-35-26;sbashpolchenko@example.com
Дараган;Святослав;Владиславович;Чоловіча;1989-11-16;Зоолог;хутір Зборів;площа Шкільний, буд. 2 кв. 62, Переяслав, 48184;089 012-74-95;mazhazha@example.org
Вернигора;Пантелеймон;Романович;Чоловіча;1966-08-17;Архітектор;хутір Липовець;площа Водопровідна, буд. 5, Хорол , 49375;016 35 08;amaliia95@example.org
Матяш;Омелян;Єфремович;Чоловіча;2002-06-02;Сантехнік;село Олевськ;парк Десята, буд. 09 кв. 19, Сокиряни, 23490;007 469-46-55;kolodubiakiv@example.org
Петлюра;Марія;Святославаівна;Жіноча;1956-08-10;Візажист;село Баштанка;площа Травневий 5-й, буд. 700, Глобине, 59742;063 052-83-84;anita24@example.net
Царенко;Ліза;Людмилаівна;Жіноча;1956-02-02;Фольклорист;село Бурштин ;провулок Миколи Гумільова, буд. 0 кв. 7, Теребовля, 78910;849-43-22;zatulatereza@example.net
Чміль;Леонтій;Лесьович;Чоловіча;1984-12-14;Географ;селище Нова Одеса;площа Совіньйонівський, буд. 572 кв. 3, Гадяч, 05020;+380 59 377 42 12;ievhen62@example.net
Конопля;Владислав;Володимирович;Чоловіча;1981-11-29;Каскадер;селище Міусинськ;площа Кленова, буд. 884 кв. 2, Новий Розділ, 25568;029 014 69 48;pandriishyn@example.org
Охримович;Прохір;Аркадійович;Чоловіча;2005-08-28;Бібліотекар;місто Калинівка ;проспект Горбатий міст, буд. 231, Кіцмань, 53864;+380 02 102-70-13;qtryhub@example.org
Власенко;Миколай;Юстимович;Чоловіча;1959-06-10;Співак;хутір Южне;набережна Мельницька, буд. 7 кв. 35, Святогірськ, 33260;+380 (09) 348-43-07;pdemianchuk@example.com
Стус;Єфрем;Романович;Чоловіча;1956-03-10;Слідчий;хутір Тростянець;проспект Посівна, буд. 59 кв. 307, Слов'янськ, 96426;+380 24 203-19-92;zynoviitsisyk@example.org
Данилюк;Ірина;Даринаівна;Жіноча;1986-02-03;Епідеміолог;хутір Сквира;сквер Василя Кандинського, буд. 9, Таврійськ, 08700;+380 78 982-39-42;dchornovil@example.com
Артимишин;Симон;Мирославович;Чоловіча;2003-09-12;Промисловець;село Дубляни;проспект Аеродромний 2-й, буд. 971, Географія Вільнянська, 34590;051-48-43;khoma81@example.net
Оробець;Зорян;Петроович;Чоловіча;1957-06-01;Шериф;хутір Куп'янськ;узвіз Парковий, буд. 8, Генічеськ, 69420;075 514-92-53;leonid22@example.org
Сиротенко;Захар;Болеславович;Чоловіча;1967-09-20;Гицель;село Хорол ;шосе Педагогічна, буд. 291, Київ, 60843;307 32 13;ukabaliuk@example.org
Дробʼязко;Владислав;Володимирович;Чоловіча;2006-04-07;Державний службовець;хутір Ужгород;сквер Світла, буд. 48, Тиврів, 44109;+380 06 741-45-66;kadeniukanastasiia@example.org
Засуха;Алевтин;Климентович;Чоловіча;1940-01-05;Петрограф;село Інкерман;набережна Заводська 4-та, буд. 8 кв. 351, Таврійськ, 44198;+380 24 402 64 69;bzhuravel@example.com
Скиба;Артем;Опанасович;Чоловіча;1944-07-14;Мінералог;місто Сіверськ;проспект Миколи Плигуна, буд. 61, Міусинськ, 98532;873-74-06;erikadanchenko@example.com
Шило;Алевтин;Вадимович;Чоловіча;1972-04-26;Головний меркшейдер;селище Ладижин;проспект Амурський 2-й, буд. 0, Липовець, 12998;995 64 77;marianamazepa@example.org
Пушкар;Едуард;Ігнатович;Чоловіча;1969-09-27;Математик;село Кілія;шосе Остапа Вишні, буд. 4 кв. 6, Тетіїв, 65447;108 42 78;fzaruba@example.org
Саєнко;Ганна;Варвараівна;Жіноча;2004-06-29;Патологоанатом;селище Сокаль;вулиця Святослава Ріхтера, буд. 9 кв. 043, Вижниця, 11913;976-09-39;smykhennadii@example.net
Опанасенко;Лукʼян;Федірович;Чоловіча;1970-10-18;Дизайнер;селище Каховка;узвіз Вузький, буд. 289, Петрово-Красносілля, 34465;+380 (16) 547-27-23;feofan63@example.net
Башполченко;Одарка;Богуславаівна;Жіноча;1960-02-23;Доцент;село Горохів;узвіз Миколи Боровського, буд. 7 кв. 23, Борщів, 90043;+380 79 559-55-57;ievhenaverchenko@example.com
Гриценко;Віолетта;Оксанаівна;Жіноча;2007-07-28;Провізор;селище Володимир-Волинський;набережна Олександра Вронського, буд. 64 кв. 22, Перевальськ, 63837;147 87 94;ivan32@example.com
Гаврилець;Богодар;Юхимович;Чоловіча;1985-03-16;Мистецтвознавець;село Броди;площа Учительський, буд. 22 кв. 237, Білопілля, 98088;+380 25 515-13-66;hfranchuk@example.org
Верхола;Лариса;Іринаівна;Жіноча;1946-03-27;Краєзнавець;селище Арциз;сквер Пересипська 4-та, буд. 85, Жовква, 91288;035 369 56 32;fudovychenko@example.com
Гуцуляк;Єфрем;Пантелеймонович;Чоловіча;1996-06-09;Каскадер;село Марганець ;набережна ім. С.Ю. Вітте, буд. 6 кв. 20, Глиняни, 62972;055 192-84-80;bohuslav98@example.org
Заєць;Григорій;Орхипович;Чоловіча;1938-10-09;М'ясник;село Сміла;парк Михайлівська, буд. 6 кв. 06, Моспине, 63221;+380 23 649-72-27;ydurdynets@example.net
Карась;Роксолана;Клавдіяівна;Жіноча;1977-06-21;Кінорежисер;місто Тячів;площа Івана Франка, буд. 4 кв. 66, Ананьїв, 37609;018 461 98 73;wkolesnychenko@example.net
Вітер;Яків;Варфоломійович;Чоловіча;1972-02-06;Льотчик;село Вараш;проспект Поштова, буд. 788, Обухів, 35343;008 226 55 50;volodymyrakorolenko@example.com
